"","Fecha","CACERES(83405)_PrecipitacaoTotal","CACERES(83405)_TempMaximaMedia","CACERES(83405)_TempMinimaMedia","CACERES(83405)_UmidadeRelativaMedia","IRAI(83881)_PrecipitacaoTotal","IRAI(83881)_TempMaximaMedia","IRAI(83881)_TempMinimaMedia","IRAI(83881)_UmidadeRelativaMedia","JATAI(83464)_PrecipitacaoTotal","JATAI(83464)_TempMaximaMedia","JATAI(83464)_TempMinimaMedia","JATAI(83464)_UmidadeRelativaMedia","RONDONOPOLIS(83410)_PrecipitacaoTotal","RONDONOPOLIS(83410)_TempMaximaMedia","RONDONOPOLIS(83410)_TempMinimaMedia","RONDONOPOLIS(83410)_UmidadeRelativaMedia","UNAI(83428)_PrecipitacaoTotal","UNAI(83428)_TempMaximaMedia","UNAI(83428)_TempMinimaMedia","UNAI(83428)_UmidadeRelativaMedia"
"159",2013-03-01,57.9,31.406667,20.626667,79.714286,159.1,31.26,18.106667,67.766667,370.9,31.451613,20.422581,78,44.9,32.396667,18.853333,84.344828,181.7,32.003226,21.441935,72.870968
"160",2013-04-01,0,32.658065,15.948387,67.806452,164,32.541935,19.832258,72.282258,161.9,29.353333,17.703333,79.383333,0,32.2,16.141935,71.225806,78.5,30.293333,19.493333,73.1
"161",2013-05-01,37,34.466667,21.246667,69.333333,194.7,32.851613,21.064516,74.016129,39.4,30.074194,14.445161,71.620968,0,34.274194,15.067742,54.16129,21.2,30.667742,17.306452,64.362903
"162",2013-06-01,136.8,33.806452,22.706452,75.341667,93.9,33.485714,20.678571,70.017857,9.2,30.423333,15.236667,73.325,11.2,35.79,21.51,58.533333,51.6,29.933333,17.046667,68.608333
"163",2013-07-01,99.7,33.81,23.243333,74.466667,208.2,29.606452,17.974194,80.112903,0.299999999999997,29.625806,10.983871,57.5,103.9,35.312903,22.323333,77.658333,0,30.758065,15.364516,57.895161
"164",2013-08-01,171.3,32.632143,23.980645,77.956897,249.7,26.96,16.313333,81.341667,2.59999999999999,31.664516,11.125806,45.717742,95.3,33.906897,22.232143,84.896552,0,31.925806,15.709677,45.790323
"165",2013-09-01,16.6,32.5468349495138,23.2973998111693,78.0310490093124,207.2,23.367742,13.090323,85.072581,6.7,33.366667,16.63,49.65,331.7,32.032258,22.923333,92.233871,67.6,33.593333,19.226667,50.466667
"166",2013-10-01,374.7,30.503571,22.896296,84.0625,555.2,21.286667,12.94,87.5,97.4,33.196774,19.622581,65.2868120308098,163.6,32.776667,21.319355,90.933333,139.3,32.029032,20.26129,62.346774
"167",2013-11-01,240.6,32.603333,23.083871,82.072581,137.4,22.626667,11.122581,82.241935,139.7,31.79,20.05,71.35,12.2,32.9804671789728,21.0723925230906,94.8687534464636,151.4,31.786667,20.553333,68.275
"168",2013-12-01,75.8,31.946667,22.806667,82.266667,77.7,25.96129,11.393548,77.129032,226.6,31.587097,20.909677,75.266129,159.4,32.222222,22.492593,92.666667,243.6,31.66129,21.364516,76.895161
"169",2014-01-01,125.6,30.356667,20.580645,82.108333,428.6,26.593333,15.88,79.633333,140.1,32.054839,19.251613,71.798387,123.9,32.427586,22.126667,90.741379,46.4,32.374194,20.609677,62.830645
"170",2014-02-01,7.8,31.103333,19.760714,80.941667,106.2,31,16.974194,70.572581,175.6,31.617857,19.7,72.366071,33.1,31.914286,19.174194,84.8,138.3,32.285714,20.385714,66.491071
"171",2014-03-01,0,29.3225872863334,20.5124776758647,79.0986420137894,198.5,30.56,17.846667,71.858333,249.3,31.151613,19.780645,77.701613,1.5,31.510714,17.85,82.034483,201.6,31.209677,20.880645,74.129032
